facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date
child_care_centers,198012040,BRIGHT HORIZON'S CHILDREN'S CENTER,BRIGHT HORIZON'S CHILDREN'S CENTER LLC,ESTELA PADILLA-SALAZA,(818) 526-0580,115 N. HOLLYWOOD WAY,BURBANK,CA,91505,LOS ANGELES,58,12,LICENSED,6/2/2006,,5252025
child_care_centers,384000103,BRIGHT HORIZONS SAN FRANCISCO CALIFORNIA ST-PRESCH,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,NEDZADA BALDWIN,(415) 392-7531,555 CALIFORNIA STREET,SAN FRANCISCO,CA,94104,SAN FRANCISCO,5,12,LICENSED,1/12/1996,,5252025
child_care_centers,525407235,BUTTERFLY BUNGALOW,NORTHERN CALIFORNIA CHILD DEVELOPMENT INC.,"WILLIAMS, TRISHA",(530) 737-1018,"415 ANTELOPE BLVD., SUITE B",RED BLUFF,CA,96080,TEHAMA,13,10,LICENSED,3/5/2018,,5252025
child_care_centers,374845399,CAL-SAFE ESCONDIDO EARLY CHILDHOOD EDUCATION CTR,ESCONDIDO UNION HIGH SCHOOL DISTRICT,"YOUNG,ALICIA",(760) 291-6062,2200 GLENRIDGE ROAD,ESCONDIDO,CA,92027,SAN DIEGO,10,8,LICENSED,12/7/2018,,5252025
child_care_centers,426216657,CASA DEI BAMBINI,CASA DEI BAMBINI,MELISSA MONGE,(805) 998-0805,3910 CONSTELLATION RD STE 101,LOMPOC,CA,93436,SANTA BARBARA,17,12,LICENSED,9/8/2023,,5252025
child_care_centers,197411657,CHILDREN'S COLLECTIVE - YOU CHILD DEVELOPMENT,"CHILDREN'S COLLECTIVE, INC",JEANETTE BANUELOS,(323) 789-1873,932 W. 85TH STREET,LOS ANGELES,CA,90044,LOS ANGELES,30,10,LICENSED,10/15/2004,,5252025
child_care_centers,500308670,CHILDREN'S CRISIS CENTER OF STANISLAUS COUNTY,"CHILDREN'S CRISIS CENTER OF STANISLAUS COUNTY, INC","GARCIA, COLLEEN",(209) 577-0138,1244 FIORI AVENUE,MODESTO,CA,95350,STANISLAUS,4,8,LICENSED,6/13/1995,,5252025
child_care_centers,343620037,CHILDREN'S RECEIVING HOME OF SACRAMENTO,CHILDREN'S RECEIVING HOME OF SACRAMENTO PS,CRYSTAL ROSARIO,(916) 482-2370,3555 AUBURN BLVD,SACRAMENTO,CA,95821,SACRAMENTO,3,10,LICENSED,11/5/2014,,5252025
child_care_centers,483010250,"CURIOUS ONES FAMILY SCHOOL, LLC",CURIOUS ONES FAMILY SCHOOL'S LLC,"BELL, MIESHA",(707) 712-5973,998 BROADWAY STREET,VALLEJO,CA,94590,SOLANO,1,11,LICENSED,10/5/2022,,5252025
child_care_centers,13423125,DOLMA CHILD CARE CENTER,"PALDON, TENZIN","ZORIGHT, GERELBAT",(510) 414-8447,1700 - 7TH STREET,BERKELEY,CA,94710,ALAMEDA,2,8,LICENSED,12/29/2021,,5252025
child_care_centers,384004802,DONUM DEI NEST PRESCHOOL,DONUM DEI CLASSICAL ACADEMY,"GRUE, SARAH",(415) 874-9631,1550 TREAT AVENUE,SAN FRANCISCO,CA,94110,SAN FRANCISCO,5,12,LICENSED,8/12/2024,,5252025
child_care_centers,103808330,FCEOC EARLY H.S.-JANE ADDAMS CDC,FRESNO COUNTY ECONOMIC OPPORTUNITIES COMMISSION,CHERYL JONES,(559) 263-1205,2117 W. MCKINLEY AVENUE,FRESNO,CA,93728,FRESNO,4,8,LICENSED,11/1/2006,,5252025
child_care_centers,73407453,GRACIE'S PLACE PRESCHOOL,GRACIE'S PLACE LLC,"PLATTS, DENISE",(925) 302-9092,17011 BOLLINGER CANYON ROAD,SAN RAMON,CA,94582,CONTRA COSTA,52,13,LICENSED,2/23/2015,,5252025
child_care_centers,191204862,HARRIET TUBMAN PRESCHOOL,"JOHNSON, WILLIE MAE CAMPBELL","JOHNSON, WILLIE MAE",(626) 794-5620,36WEST MONTANA STREET,PASADENA,CA,91103,LOS ANGELES,33,9,LICENSED,5/27/1994,,5252025
child_care_centers,380506508,HELEN HAWK CHILDREN'S CENTER - PRESCHOOL,COMPASS FAMILY SERVICES,"PERLA, ELIZABETH",(415) 863-0681,111 PAGE STREET,SAN FRANCISCO,CA,94102,SAN FRANCISCO,5,9,LICENSED,1/31/1995,,5252025
child_care_centers,394500336,HORIZON PRESCHOOL,HORIZON COMMUNITY CHURCH,KATHERINE STANLEY,(209) 224-5364,415 S. GARFIELD STREET,LODI,CA,95240,SAN JOAQUIN,53,12,LICENSED,3/29/2021,,5252025
child_care_centers,300606148,INT'L CHRISTIAN MONTESSORI ACADEMY OF ORANGE,"BERGUM, INAYAT","EMBRADOR, ALLISON",(714) 997-8242,1539 MAYFAIR,ORANGE,CA,92867,ORANGE,6,13,LICENSED,9/14/1987,,5252025
child_care_centers,414004698,KCE CHAMPIONS LLC @ WASHINGTON ELEMENTARY (PS),KCE CHAMPIONS LLC,NATHASIA ARADANAS,(650) 906-2506,801 HOWARD AVENUE,BURLINGAME,CA,94010,SAN MATEO,5,12,LICENSED,10/1/2020,,5252025
child_care_centers,103810114,KCUSD EARLY LEARNING CENTER,KINGS CANYON UNIFIED SCHOOL DISTRICT,"TUPPER, MEGAN",(559) 305-7279,740 W NORTH AVE,REEDLEY,CA,93654,FRESNO,57,12,LICENSED,3/17/2021,,5252025
child_care_centers,313623889,"KIDS' PLACE, THE","KIDS' PLACE INC., THE",LAUREN GAROFALO,(530) 878-7875,1115 COMBIE ROAD,MEADOW VISTA,CA,95722,PLACER,3,11,LICENSED,4/28/2021,,5252025
child_care_centers,367750034,KIDS & CARE INC.,KIDS & CARE INC.,SONIA GALVEZ,(760) 956-5000,15138 MAIN ST.,HESPERIA,CA,92345,SAN BERNARDINO,12,12,LICENSED,3/11/2022,,5252025
child_care_centers,198400158,"LEARNING BOX CHILDCARE AND ENRICHMENT CENTER, THE",TELISCIA MARTIN,TELISCIA MARTIN,(310) 627-9593,4601 EAST COMPTON BLVD,RANCHO DOMINGUEZ,CA,90221,LOS ANGELES,54,13,LICENSED,8/27/2020,,5252025
child_care_centers,384004486,LITTLE ANGELS JAPANESE PRESCHOOL,HISAMI HIRAI,"HIRAI, HISAMI",(415) 564-6123,2545 JUDAH STREET,SAN FRANCISCO,CA,94122,SAN FRANCISCO,5,12,LICENSED,7/26/2022,,5252025
child_care_centers,483008714,LITTLE ANGELS PRESCHOOL,LINDA MARGARET REID,LINDA MARGARET REID,(707) 652-5642,1350 AMADOR STREET,VALLEJO,CA,94590,SOLANO,1,12,LICENSED,2/14/2014,,5252025
child_care_centers,293622664,LITTLE CREEK PRESCHOOL,YUBA RIVER CHARTER SCHOOL,"WAHL, ANGELYN",(530) 272-6060,10085 ADAM AVENUE,GRASS VALLEY,CA,95945,NEVADA,3,12,LICENSED,1/15/2019,,5252025
child_care_centers,525407027,LITTLE HOPPERS EHS,"NORTHERN CALIFORNIA CHILD DEVELOPMENT, INC.",DEB MEENTS,(530) 838-1034,617 FIG LANE,CORNING,CA,96021,TEHAMA,13,10,LICENSED,1/25/2017,,5252025
child_care_centers,283009830,LITTLE SUNSHINE LEARNING CENTER,"WHITESIDE, JULIETA","WHITESIDE, JULIETA",(702) 786-2237,711 SUNNYSIDE ROAD,SAINT HELENA,CA,94574,NAPA,1,12,LICENSED,11/19/2019,,5252025
child_care_centers,197750138,LITTLE TOTS PREPARATORY ACADEMY,STEPHANIE ARMSTRONG,CAROLYN ARMSTRONG,(661) 206-8677,44839 TREVOR AVE,LANCASTER,CA,93534,LOS ANGELES,12,10,LICENSED,8/16/2022,,5252025
child_care_centers,143808047,MT. WHITNEY PRESCHOOL,LONE PINE UNIFIED SCHOOLS,"HUBBS, LINDA",(760) 876-5747,223 E. LOCUST STREET,LONE PINE,CA,93545,INYO,12,12,LICENSED,8/27/2003,,5252025
child_care_centers,197494354,NAPA CENTER,LYNETTE LASCALA,"LASCALA, LYNETTE",(310) 498-6420,11840 S LA CIENEGA BLVD,HAWTHORNE,CA,90250,LOS ANGELES,30,6,LICENSED,3/29/2021,,5252025
child_care_centers,283009389,NAPA COUNTY THERAPEUTIC CHILD CARE CNTR-PRESCHOOL,CHILD START INC.,"BROWN, TOBIAH",(707) 253-6935,2751 NAPA VALLEY CORP BLDG B,NAPA,CA,94559,NAPA,1,12,LICENSED,9/5/2017,,5252025
child_care_centers,13417824,NIKASIA CHILD CARE CENTER,"NIKASIA UP & COMING INFANT DEVELOPMENT CENTER, INC","LEWIS, GWENDOLYN",(510) 531-9130,4143 MACARTHUR BLVD.,OAKLAND,CA,94619,ALAMEDA,2,12,LICENSED,10/8/2004,,5252025
child_care_centers,13423067,"OAK CENTER CULTURAL CENTER, INC.","OAK CENTER CULTURAL CENTER, INC.","JORDAN, MARY",(510) 891-0035,1324 ADELINE STREET,OAKLAND,CA,94607,ALAMEDA,2,11,LICENSED,2/1/2019,,5252025
child_care_centers,13420522,OAKLAND EARLY HEAD START - BROADWAY,CITY OF OAKLAND,"SHERIFF, HAWA",(510) 238-7091,2619 BROADWAY,OAKLAND,CA,94612,ALAMEDA,2,12,LICENSED,6/22/2010,,5252025
child_care_centers,13423126,OAKLAND HEAD START - WEST GRAND CENTER,CITY OF OAKLAND HEAD START,"MARTINEZ, GLORIA",(510) 238-2268,1058 WEST GRAND AVENUE,OAKLAND,CA,94607,ALAMEDA,2,12,LICENSED,3/10/2022,,5252025
child_care_centers,376701443,PARENTCARE CENTRAL FAMILY RECOVERY PRESCHOOL,VISTA HILL FOUNDATION,ANGELA ROWE,(619) 668-4210,"4125 ALPHA STREET, SUITE F",SAN DIEGO,CA,92113,SAN DIEGO,20,7,LICENSED,11/20/2020,,5252025
child_care_centers,414002880,PFS-BAYSHORE MISSION STREET CDC (PS),PENINSULA FAMILY SERVICE,"WHEATLEY, KELLY",(650) 758-0743,7222 MISSION STREET,DALY CITY,CA,94014,SAN MATEO,5,12,LICENSED,7/1/2012,,5252025
child_care_centers,384004459,PROJECT COMMOTION-LAS LUCIERNAGAS,PROJECT COMMOTION-LAS LUCIERNAGAS,"OSTERHOFF, SUSAN",(415) 252-8059,2095 HARRISON STREET,SAN FRANCISCO,CA,94110,SAN FRANCISCO,5,12,LICENSED,9/29/2021,,5252025
child_care_centers,493009533,RAINBOW BRIDGE MONTESSORI II,"AMMAMMA TATI, INC","KANCHARLA, AISHWARYA",(707) 795-6666,70 WILLIAM STREET,COTATI,CA,94931,SONOMA,1,10,LICENSED,6/9/2018,,5252025
child_care_centers,214005603,ROSS BRIDGES,ROSS BRIDGES LLC,"GALLARDO, JENINE",(415) 302-9601,23 ROSS COMMON #4B,ROSS,CA,94957,MARIN,5,11,LICENSED,3/16/2022,,5252025
child_care_centers,426214479,SBCEO - LOMPOC CAL-SAFE,SANTA BARBARA COUNTY EDUCATION OFFICE,TRISHA CARLONE,(805) 742-3134,320 NORTH J STREET,LOMPOC,CA,93436,SANTA BARBARA,17,10,LICENSED,8/18/2014,,5252025
child_care_centers,485408078,STEPPING STONES ACADEMY,"YACOVETTI, NICOLLETTE","YACOVETTI, NICOLLETTE",(209) 855-1556,639 MERCHANT STREET,VACAVILLE,CA,95688,SOLANO,13,10,LICENSED,6/8/2022,,5252025
child_care_centers,243808959,ST. JOHN'S LUTHERAN CHURCH PRESCHOOL,"BUCHANAN, RACHEAL",JAMEY KNORR,(209) 826-2474,250 W ADAMS,LOS BANOS,CA,93635,MERCED,4,12,LICENSED,9/30/2016,,5252025
child_care_centers,13420586,THROUGH THE LOOKING GLASS EARLY HEAD START,"THROUGH THE LOOKING GLASS, INC.","GUERGAH, MALIKA",(510) 393-6824,3075 ADELINE AVENUE,BERKELEY,CA,94703,ALAMEDA,2,8,LICENSED,2/22/2011,,5252025
child_care_centers,372005540,TLC PRESCHOOL,TIERRASANTA LUTHERAN CHURCH,MELISSA VARGAS,(858) 292-7446,11240 CLAIREMONT MESA BLVD.,SAN DIEGO,CA,92124,SAN DIEGO,51,12,LICENSED,8/25/1986,,5252025
child_care_centers,376600154,TORREY PINES MONTESSORI CENTER,"HUNJAN, GULZAR & MANJEET",PATRICIA ROSANDICH,(858) 259-9820,2586 CARMEL VALLEY ROAD,DEL MAR,CA,92014,SAN DIEGO,51,12,LICENSED,7/18/1996,,5252025
child_care_centers,376600155,TORREY PINES MONTESSORI CENTER,"HUNJAN, GULZAR & MANJEET",GULZAR HUNJAN,(858) 259-9820,2596 CARMEL VALLEY ROAD,DEL MAR,CA,92014,SAN DIEGO,51,12,LICENSED,9/25/1996,,5252025
child_care_centers,255407372,T.E.A.C.H. BUDDING TREE,"TRAINING EMPLOYMENT & COMMUNITY HELP, INC.","MADISON, CAROL",(530) 233-4933,311 W. FIRST,ALTURAS,CA,96101,MODOC,13,12,LICENSED,8/23/2018,,5252025
child_care_centers,103808706,VALLEY ROP LITTLE APACHE PRESCHOOL,VALLEY ROP,MARIA MERAZ,(559) 524-7121,"1045 BETHEL AVENUE, ROOM 705",SANGER,CA,93657,FRESNO,4,12,LICENSED,3/9/2012,,5252025
child_care_centers,376701422,WARREN-WALKER EARLY LEARNING CENTER,WARREN-WALKER SCHOOL INC.,VIVIAN BENNETT,(619) 771-3663,2905 CADIZ STREET,SAN DIEGO,CA,92110,SAN DIEGO,51,12,LICENSED,3/19/2019,,5252025
child_care_centers,573620470,YOLO CRISIS NURSERY,"YOLO CRISIS NURSERY, INC",HEATHER SLEUTER,(530) 758-6680,1701 BALSAM PLACE,DAVIS,CA,95618,YOLO,53,6,LICENSED,4/17/2015,,5252025
child_care_centers,336300090,ABC CHILD CARE CENTER,ANTON SCHOOLS INC DBA ABD CHILD CARE CENTER INC,TONYA WRIGHT,(951) 491-0940,29705 SOLANA WAY,TEMECULA,CA,92591,RIVERSIDE,10,10,LICENSED,12/22/2019,,5252025
child_care_centers,334814894,ABC CHILD CARE VILLAGE,"ABC VILLAGE, INC",ANGELINE ANTON (ANGEL),(951) 491-0940,40045 VILLAGE ROAD,TEMECULA,CA,92591,RIVERSIDE,10,5,LICENSED,7/14/2004,,5252025
child_care_centers,198010202,KATHY KREDEL NURSERY SCHOOL- HANDLE WITH CARE,USC ARCADIA HOSPITAL,GWEN BLACKMON,(626) 574-3524,300 W. HUNTINGTON DR.,ARCADIA,CA,91007,LOS ANGELES,33,12,LICENSED,6/21/2004,,5252025
child_care_centers,191606944,TORRANCE LOVES CHILDREN (TLC),TORRANCE MEMORIAL HOSPITAL MEDICAL CENTER,GINA SIEVERT,(310) 325-9110,"3330 LOMITA BLVD, 3RD FLOOR",TORRANCE,CA,90505,LOS ANGELES,30,13,LICENSED,12/3/1992,,5252025
child_care_centers,103801762,A BETTER CHOICE PRESCHOOL,A BETTER CHOICE PRESCHOOL,"DIXON, LEOME",(559) 227-5437,3225 E. GETTYSBURG AVENUE,FRESNO,CA,93726,FRESNO,4,10,LICENSED,4/12/2002,,5252025
child_care_centers,444417092,A CHILD'S GARDEN,DEBORAH KAY CRAIG,DEBBIE K. CRAIG,(831) 359-2210,640 AMESTI ROAD,CORRALITOS,CA,95076,SANTA CRUZ,7,6,LICENSED,9/29/2023,,5252025
child_care_centers,426216360,A CHILD'S VILLAGE LEARNING CENTER,A CHILD'S VILLAGE LEARNING CENTER,KIMBERLY KRANZ,(805) 757-7582,328 NORTH K ST. UNIT A,LOMPOC,CA,93436,SANTA BARBARA,17,10,LICENSED,9/21/2022,,5252025
child_care_centers,13419463,A JOYFUL NOISE LEARNING CENTER,COMMUNITY CHURCH OF HAYWARD,"LOPEZ, ELIZABETH",(510) 782-8593,26555 GADING ROAD,HAYWARD,CA,94544,ALAMEDA,52,8,LICENSED,6/15/2009,,5252025
child_care_centers,304370872,A KIDS PLACE,"LEARNING SERVICES FOR KIDS, INC.","PHEM, SANDY",(714) 626-0400,1180 SOUTH IDAHO ST. SUITE K,LA HABRA,CA,90631,ORANGE,6,12,LICENSED,10/16/2013,,5252025
child_care_centers,343622016,A NEW BEGINNING PRESCHOOL LEARNING CENTER,"WILLIAMS, NOVA DEE","WILLIAMS, NOVA DEE",(916) 967-7827,8540 MADISON AVENUE,FAIR OAKS,CA,95628,SACRAMENTO,3,4,LICENSED,10/27/2017,,5252025
child_care_centers,197418426,"A PLACE OF OUR OWN LEARNING ACADEMY,INC",ALLEA ADAMS,"TOLLIVER, ADRIENNE",(661) 718-3614,2739 W. AVENUE L,LANCASTER,CA,93536,LOS ANGELES,12,10,LICENSED,9/14/2012,,5252025
child_care_centers,376700205,"A RISING STAR ACADEMY CHILDCARE CENTER, INC.",RISING STAR ACADEMY CHILDCARE CENTER,DANIELLE STRICKLAND,(760) 439-3344,169 ROYMAR ROAD,OCEANSIDE,CA,92058,SAN DIEGO,10,12,LICENSED,9/22/2005,,5252025
child_care_centers,13422032,AB'S PRESCHOOL AND DAYCARE,"AYALEW FAMILY SERVICES, LLC.","AYALEW, MERAT",(510) 564-4276,301 DOWLING BLVD,SAN LEANDRO,CA,94577,ALAMEDA,52,12,LICENSED,1/17/2017,,5252025
child_care_centers,213004841,ABBEY MONTESSORI CHILDREN'S CENTER - INFANT,"COSTELO, MA.ELIZABETH C.","COSTELO, ELIZABETH",(415) 479-8865,138 N. SAN PEDRO ROAD,SAN RAFAEL,CA,94903,MARIN,5,12,LICENSED,3/17/2003,,5252025
child_care_centers,566215205,ABC KIDS PRESCHOOL & CHILDCARE,ABC KIDS PRESCHOOL & CHILD CARE,ALMA D. FERREL,(805) 524-1222,808 RIVER STREET,FILLMORE,CA,93015,VENTURA,17,12,LICENSED,4/27/2016,,5252025
child_care_centers,566216458,ABC KIDS PRESCHOOL & INFANT CENTER,ALMA AND GUSTAVO FERREL,ALMA FERREL,(805) 824-0131,1310 FREMONT WAY,OXNARD,CA,93030,VENTURA,17,6,LICENSED,2/7/2023,,5252025
child_care_centers,304371442,ACACIA MONTESSORI SCHOOL,"CHUNG, SUN PARK","CHUNG, SUN",(336) 870-2176,1701 EAST CHAPMAN AVENUE,FULLERTON,CA,92831,ORANGE,6,13,LICENSED,2/1/2021,,5252025
child_care_centers,573622547,ACADEMY 4 KIDS,"BARRAGAN, PATRICIA & BARRAGAN, ERICA","BARRAGAN, PATRICIA & BARRA",(916) 389-0843,"2455 WEST CAPITOL AVE, #110",WEST SACRAMENTO,CA,95691,YOLO,53,12,LICENSED,7/27/2018,,5252025
child_care_centers,394500429,ACADEMY OF CHILD DEVELOPMENT & AMORE,ACADEMY OF CHILD DEVELOPMENT & AMORE LLC,AIDA LOMELI,(209) 898-2958,170 EAST FRENCH CAMP ROAD,FRENCH CAMP,CA,95321,SAN JOAQUIN,53,12,LICENSED,2/18/2022,,5252025
child_care_centers,197750162,ACADEMY OF EXCELLENCE,CHAUNCY SMITH,CHAUNCY SMITH,(661) 206-9344,1324 WEST AVENUE J SUITE 5,LANCASTER,CA,93534,LOS ANGELES,12,8,LICENSED,6/16/2023,,5252025
child_care_centers,394500414,ACHIEVERS,NANAK STOCKTON INC.,IVY STINSON,(209) 956-5437,4453 PRECISSI LANE,STOCKTON,CA,95207,SAN JOAQUIN,53,8,LICENSED,6/15/2021,,5252025
child_care_centers,304270621,ADVENTURES IN LEARNING II,"FRIZZELL, MELINDA & DONALD",SUSANA MENDOZA,(714) 730-5458,1111 EL CAMINO REAL,TUSTIN,CA,92780,ORANGE,6,8,LICENSED,1/4/2000,,5252025
child_care_centers,434417105,AGNEW EARLY LEARNING PROGRAM,SANTA CLARA UNIFIED SCHOOL DISTRICT,IVANIA RODAS,(669) 369-4185,3534 ZANKER ROAD # 112,SAN JOSE,CA,95134,SANTA CLARA,7,12,LICENSED,6/5/2023,,5252025
child_care_centers,334841310,ALL ABOUT KIDS CHILD DEVELOPMENT CENTER,NOBLE DEEDS INC,CARMEN GONZALEZ,(951) 367-0704,3640 PACIFIC AVENUE,JURUPA VALLEY,CA,92509,RIVERSIDE,9,12,LICENSED,5/7/2012,,5252025
child_care_centers,197416637,ALL ABOUT KIDS SCHOOL/INC. INFANTS,"ALL ABOUT KIDS SCHOOL, INC.",PETROSSIAN/ ROBINA,(818) 703-8687,5762 FALLBROOK AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,58,12,LICENSED,1/25/2010,,5252025
child_care_centers,483005891,ALL DAY FUN & PLAY CENTER - INFANT,"DE LOVE, SHARISE","DE LOVE, SHARISE",(707) 399-8386,2220 PENNSYLVANIA AVENUE,FAIRFIELD,CA,94533,SOLANO,1,4,LICENSED,3/2/2005,,5252025
child_care_centers,414004888,ALPHA KIDS ACADEMY LLC-INFANT,ALPHA KIDS ACADEMY LLC,"SHTERN, NATELLA",(415) 664-8080,201 RAVENSWOOD AVENUE,MENLO PARK,CA,94025,SAN MATEO,5,12,LICENSED,7/6/2022,,5252025
child_care_centers,214005628,ALPHA KIDS ACADEMY LLC INFANT - NOVATO,ALPHA KIDS ACADEMY LLC,"BACHAKASHVILI, MAGDA",(415) 664-8080,1461 S. NOVATO BLVD.,NOVATO,CA,94947,MARIN,5,10,LICENSED,6/1/2023,,5252025
child_care_centers,376600234,ALPINE COUNTRY INFANT & TODDLER CENTER,SPEN-LAUR CORPORATION,LEANNE TALADA,(619) 445-9293,1508 MIDWAY DRIVE,ALPINE,CA,91901,SAN DIEGO,20,7,LICENSED,4/1/1996,,5252025
child_care_centers,198009834,ANNEX MONTESSORI CHILDCARE CENTER,ZAFIRA FIRDOSY,HAYDEE DIAZ,(626) 569-2641,3400 AEROJET,EL MONTE,CA,91731,LOS ANGELES,33,10,LICENSED,10/23/2003,,5252025
child_care_centers,304371263,ARBORLAND MONTESSORI CHILDREN'S ACADEMY,"ARBORLAND ENTERPRISES, INC.","MARTINEZ, LINDA",(714) 871-2311,1700 WEST VALENCIA DRIVE,FULLERTON,CA,92833,ORANGE,6,9,LICENSED,7/1/2019,,5252025
child_care_centers,197750150,ARK ACADEMY,RIVKA JONES,VONDA PERRY,(661) 504-4034,1146 COMMERCE CENTER DRIVE,LANCASTER,CA,93534,LOS ANGELES,12,8,LICENSED,12/9/2022,,5252025
child_care_centers,376701251,ASPEN LEAF NURSERY,"CAALP, INC.",AMANDA THOMAS,(619) 285-0767,3111 30TH STREET,SAN DIEGO,CA,92104,SAN DIEGO,20,6,LICENSED,9/28/2016,,5252025
child_care_centers,376701478,ASPEN LEAF NURSERY-BARRY TED MOSKOWITZ CCC,"CAALP, INC.",SUSANNA HERBST,(619) 557-3431,"880 FRONT STREET, SUITE 1295",SAN DIEGO,CA,92101,SAN DIEGO,20,12,LICENSED,12/7/2020,,5252025
child_care_centers,33616307,ATCAA - JACKSON EARLY HEAD START,AMADOR TUOLUMNE COMMUNITY ACTION AGENCY,"FERNER, KATIE",(209) 223-1485,101 SHOPPING DRIVE,JACKSON,CA,95642,AMADOR,53,12,LICENSED,6/4/2010,,5252025
child_care_centers,13421994,"BABY ACADEMY, THE",LAKESHA D. AARIF,"LOVE, YOLANDA",(510) 305-4877,1015 CAMBELL ST,OAKLAND,CA,94607,ALAMEDA,2,8,LICENSED,12/31/2014,,5252025
child_care_centers,73408933,BABY YALE ACADEMY LT2,"BABY YALE ACADEMY, INC","REEVES, LITA",(925) 413-3608,6830 LONE TREE WAY SUITE B,BRENTWOOD,CA,94513,CONTRA COSTA,2,9,LICENSED,7/28/2023,,5252025
child_care_centers,73408924,BABY YALE ACADEMY PITT,"BABY YALE ACADEMY, INC.","REEVES, LITA",(925) 413-3608,369 EAST LELAND ROAD,PITTSBURG,CA,94565,CONTRA COSTA,2,12,LICENSED,7/28/2023,,5252025
child_care_centers,198021041,BALDWIN PARK ADULT AND COMMUNITY EDUCATION,BALDWIN PARK UNIFIED SCHOOL DISTRICT,RICARDO RIVERA,(626) 856-4642,4640 MAIN AVENUE,BALDWIN PARK,CA,91706,LOS ANGELES,33,8,LICENSED,10/19/2022,,5252025
child_care_centers,197492864,"BEGINNING MONTESSORI CHILDREN'S HOUSE INC, THE","BEGINNING MONTESSORI CHILDREN'S HOUSE, INC., THE","IPALAWATTE, SUNETHRA",(818) 992-5341,7475 FALLBROOKE AVE,WEST HILLS,CA,91307,LOS ANGELES,58,10,LICENSED,6/2/2016,,5252025
child_care_centers,198400497,"BEGINNING ZONE, THE",ELMA REYNOLDS,"REYNOLDS, ELMA",(310) 347-1318,5600 N. PARAMOUNT BLVD.,LONG BEACH,CA,90805,LOS ANGELES,54,8,LICENSED,4/7/2022,,5252025
child_care_centers,198021050,BELLA VISTA ELEMENTARY,MONTEBELLO UNIFIED SCHOOL DISTRICT HEAD START,DANIEL OROSCO,(323) 721-4335,2410 NORTH FINDLAY AVENUE,MONTEREY PARK,CA,91754,LOS ANGELES,33,8,LICENSED,9/13/2022,,5252025
