LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate
6651968302,01/27/2021,920.0,PPS,LIGHTHOUSE EDUCATION GROUP INC.,23656 Clinton Keith Rd,Murrieta,CA,92562-8521,02/19/2021,Paid in Full,60,100,149047.0,149047.0,0.0,Childrens Lighthouse,188567.0,Loan Source Incorporated,353 East 83rd Street Suite 3H,NEW YORK,NY,10028,U,N,N,Existing or more than 2 years old,Murrieta,RIVERSIDE,CA,92562-8521,CA-48,29.0,624410.0,Asian,Not Hispanic or Latino,1.0,149044.0,,,,,,Corporation,29599.0,Northeast Bank,LEWISTON,ME,Male Owned,Non-Veteran,,150925.4,05/12/2022
3668598301,01/22/2021,912.0,PPS,CHILD EDUCATION CENTER,2112 Browning Street,Berkeley,CA,94702,11/20/2021,Paid in Full,60,100,149000.0,149000.0,0.0,,21442.0,BMO Bank National Association,320 S Canal St,Chicago,IL,60606,U,Y,N,Existing or more than 2 years old,Berkeley,ALAMEDA,CA,94702,CA-13,26.0,624410.0,Unanswered,Unknown/NotStated,1.0,148998.0,,,,,,Non-Profit Organization,14315.0,BMO Bank National Association,San Francisco,CA,Unanswered,Unanswered,Y,149902.28,09/07/2021
6424708305,01/27/2021,914.0,PPS,LITTLE LEARNERS CALABASAS KLUBHOUSE INC,7830 Genesta Ave,Lake Balboa,CA,91406-1622,07/09/2022,Paid in Full,60,100,149000.0,149000.0,0.0,,12096.0,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,N,Existing or more than 2 years old,Lake Balboa,LOS ANGELES,CA,91406-1622,CA-29,20.0,624410.0,Unanswered,Unknown/NotStated,1.0,148996.0,,,,,,Corporation,12096.0,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Unanswered,Unanswered,,151057.42,06/23/2022
4645948508,02/26/2021,920.0,PPS,AMERICUS EDUCATION INC,29000 Portola Pkwy,Lake Forest,CA,92630-8705,07/16/2021,Paid in Full,60,100,148940.0,148940.0,0.0,,5479.0,Farmers & Merchants Bank of Long Beach,302 Pine Ave,LONG BEACH,CA,90802-2326,U,N,N,Existing or more than 2 years old,Lake Forest,ORANGE,CA,92630-8705,CA-40,23.0,624410.0,White,Not Hispanic or Latino,1.0,148937.0,,,,,,Corporation,5479.0,Farmers & Merchants Bank of Long Beach,LONG BEACH,CA,Female Owned,Non-Veteran,,149364.38,06/15/2021
2206458306,01/20/2021,912.0,PPS,VALLE VERDE CHILDRENS CENTER,3275 Peachwillow Ln,Walnut Creek,CA,94598-1711,10/16/2021,Paid in Full,60,100,148895.0,148895.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,Walnut Creek,CONTRA COSTA,CA,94598-1711,CA-10,17.0,624410.0,Unanswered,Unknown/NotStated,,148894.0,,,,,,Non-Profit Organization,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,Y,149796.53,09/01/2021
1721537103,04/10/2020,920.0,PPP,SURF CITY CHRISTIAN CHILD DEVELOPMENT PRESCHOOL INC,5432 HEIL AVE,HUNTINGTON BEACH,CA,92649-3657,03/12/2021,Paid in Full,24,100,148841.0,148841.0,0.0,,5479.0,Farmers & Merchants Bank of Long Beach,302 Pine Ave,LONG BEACH,CA,90802-2326,U,N,N,Existing or more than 2 years old,HUNTINGTON BEACH,ORANGE,CA,92649-3657,CA-47,13.0,624410.0,Unanswered,Unknown/NotStated,,148841.0,,,,,,Corporation,5479.0,Farmers & Merchants Bank of Long Beach,LONG BEACH,CA,Male Owned,Non-Veteran,,149843.72,02/12/2021
2657787107,04/11/2020,914.0,PPP,"BANYAN TREE ACADEMY, INC DBA KIDDIE ACADEMY OF DIAMOND BAR",21385 COLD SPRING LN,DIAMOND BAR,CA,91765,04/22/2021,Paid in Full,24,100,148682.0,148682.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,DIAMOND BAR,LOS ANGELES,CA,91765-0001,CA-38,23.0,624410.0,Asian,Not Hispanic or Latino,1171.0,111511.0,0.0,36000.0,0.0,0.0,0.0,Corporation,194093.0,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Unanswered,Unanswered,,150074.32,03/25/2021
9867128507,03/12/2021,912.0,PPS,LITTLE GENIUS ACADEMY,2131 Olympic Blvd,Walnut Creek,CA,94595-1622,08/14/2021,Paid in Full,60,100,148597.0,148597.0,0.0,,89895.0,"Gateway Bank, FSB",360 8th St,OAKLAND,CA,94607-4241,U,N,N,Existing or more than 2 years old,Walnut Creek,CONTRA COSTA,CA,94595-1622,CA-10,17.0,624410.0,Unanswered,Unknown/NotStated,1.0,148595.0,,,,,,Corporation,89895.0,"Gateway Bank, FSB",OAKLAND,CA,Unanswered,Unanswered,,149125.34,07/23/2021
2878178406,02/04/2021,914.0,PPS,K-STEP MONTESSORI INC.,12900 Crossroads Pkwy S,City of Industry,CA,91746-3427,04/20/2022,Paid in Full,60,100,148070.0,148070.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,City of Industry,LOS ANGELES,CA,91746-3427,CA-31,40.0,624410.0,Unanswered,Unknown/NotStated,,148069.0,,,,,,Corporation,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Unanswered,Unanswered,,149642.01,03/03/2022
8571498302,01/29/2021,914.0,PPS,FULL BODY HUG INC,17719 Palora St,Encino,CA,91316-3710,10/21/2021,Paid in Full,60,100,148000.0,148000.0,0.0,,123001.0,American Business Bank,2400 E. Katella Ave. Ste 350,Anaheim,CA,92806,U,N,N,Existing or more than 2 years old,Encino,LOS ANGELES,CA,91316-3710,CA-32,18.0,624410.0,Unanswered,Not Hispanic or Latino,1.0,147996.0,,,,,,Corporation,123001.0,American Business Bank,Anaheim,CA,Male Owned,Non-Veteran,,148912.33,09/23/2021
6009137209,04/27/2020,912.0,PPP,"CHILDREN'S CORNER, INCORPORATED",629 EAST D ST,PETALUMA,CA,94952,06/05/2021,Paid in Full,24,100,147500.0,147500.0,0.0,,113074.0,Bank of Marin,"504 Redwood Blvd, Ste 100",NOVATO,CA,94947-6923,U,N,N,Existing or more than 2 years old,PETALUMA,SONOMA,CA,94952-0001,CA-02,14.0,624410.0,Unanswered,Unknown/NotStated,,147500.0,,,,,,Corporation,113074.0,Bank of Marin,NOVATO,CA,Unanswered,Unanswered,,149061.04,05/24/2021
6616098404,02/10/2021,912.0,PPS,CHILDREN'S CORNER INC,629 E D St Log#1116,Petaluma,CA,94952-3213,11/09/2021,Paid in Full,60,100,147500.0,147500.0,0.0,,113074.0,Bank of Marin,"504 Redwood Blvd, Ste 100",NOVATO,CA,94947-6923,U,N,N,Existing or more than 2 years old,Petaluma,SONOMA,CA,94952-3213,CA-02,14.0,624410.0,Unanswered,Unknown/NotStated,1.0,147493.0,,,,,,Corporation,113074.0,Bank of Marin,NOVATO,CA,Unanswered,Unanswered,,148540.69,10/27/2021
9191427103,04/15/2020,920.0,PPP,SUNLAND ACADEMIES YORBA LINDA INC,18052 IMPERIAL HWY,YORBA LINDA,CA,92886-3436,03/18/2021,Paid in Full,24,100,147412.0,147412.0,0.0,,4924.0,City National Bank,555 S Flower St,LOS ANGELES,CA,90071-2300,U,N,N,Existing or more than 2 years old,YORBA LINDA,ORANGE,CA,92886-3436,CA-40,23.0,624410.0,Asian,Not Hispanic or Latino,3130.0,112032.0,,32250.0,,,,Corporation,4924.0,City National Bank,LOS ANGELES,CA,Male Owned,Non-Veteran,,148607.45,02/19/2021
9223218406,02/16/2021,912.0,PPS,D & S LEARNING CENTER INC,1985 Geary Rd,Walnut Creek,CA,94597-2551,10/16/2021,Paid in Full,60,100,147375.0,147375.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,Walnut Creek,CONTRA COSTA,CA,94597-2551,CA-10,22.0,624410.0,Unanswered,Unknown/NotStated,1.0,147372.0,,,,,,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,148247.14,09/22/2021
9243897205,04/28/2020,912.0,PPP,MY PLK LLC,1400 N Vasco Rd,Livermore,CA,94551,03/05/2021,Paid in Full,24,100,147300.0,147300.0,0.0,Kiddie Academy,455644.0,Live Oak Banking Company,1741 Tiburon Dr,WILMINGTON,NC,28403-6244,U,N,N,Existing or more than 2 years old,Livermore,ALAMEDA,CA,94551-0001,CA-14,19.0,624410.0,Asian,Not Hispanic or Latino,,147300.0,,,,,,Limited  Liability Company(LLC),455644.0,Live Oak Banking Company,WILMINGTON,NC,Male Owned,Non-Veteran,,148421.9,02/02/2021
5108898505,02/27/2021,912.0,PPS,MONTESSORI CHILDREN'S HOUSE OF THE WEST COAST,25 Lake St,San Francisco,CA,94118-1422,10/16/2021,Paid in Full,60,100,147235.0,147235.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94118-1422,CA-11,10.0,624410.0,Unanswered,Unknown/NotStated,1.0,147231.0,,,,,,Non-Profit Childcare Center,474333.0,"JPMorgan Chase Bank, National Association",San Francisco,CA,Unanswered,Unanswered,Y,148013.53,09/09/2021
2937338407,02/04/2021,920.0,PPS,KIDS STUFF CENTER,29 Christamon W,Irvine,CA,92620-1836,12/16/2021,Paid in Full,60,100,146912.0,146912.0,0.0,,12096.0,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,N,Existing or more than 2 years old,Irvine,ORANGE,CA,92620-1836,CA-47,21.0,624410.0,Unanswered,Unknown/NotStated,,146911.0,,,,,,Professional Association,12096.0,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Unanswered,Unanswered,,148039.0,11/16/2021
1201558700,03/26/2021,912.0,PPS,LIL INC,4160 Hacienda Dr Ste 200,Pleasanton,CA,94588-8574,01/21/2022,Paid in Full,60,100,146897.0,146897.0,0.0,,529652.0,"Amur Equipment Finance, Inc.","308 N. Locust St, Suite 100",Grand Island,NE,68801,U,N,N,Existing or more than 2 years old,Pleasanton,ALAMEDA,CA,94588-8574,CA-14,33.0,624410.0,Asian,Not Hispanic or Latino,1.0,146892.0,,,,,,Non-Profit Organization,529652.0,"Amur Equipment Finance, Inc.",Grand Island,NE,Female Owned,Non-Veteran,Y,147957.92,12/16/2021
9003438400,02/14/2021,914.0,PPS,CULVER CHRISTIAN SCHOOL,11312 W Washington Blvd,Los Angeles,CA,90066-6004,10/16/2021,Paid in Full,60,100,146850.0,146850.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,Los Angeles,LOS ANGELES,CA,90066-6004,CA-36,12.0,624410.0,Unanswered,Unknown/NotStated,,146849.0,,,,,,Non-Profit Organization,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,Y,147674.77,09/10/2021
8923378807,04/23/2021,954.0,PPS,PACIFIC RIM EDUCATION OPCO2B LLC,427 College Blvd Ste I,Oceanside,CA,92057-5441,02/15/2022,Paid in Full,60,100,146582.5,146582.5,0.0,,123001.0,American Business Bank,2400 E. Katella Ave. Ste 350,Anaheim,CA,92806,U,N,N,Existing or more than 2 years old,Oceanside,SAN DIEGO,CA,92057-5441,CA-49,11.0,624410.0,Unanswered,Unknown/NotStated,1.0,146577.5,,,,,,Limited  Liability Company(LLC),123001.0,American Business Bank,Anaheim,CA,Unanswered,Unanswered,,147642.71,01/19/2022
6285648506,03/03/2021,912.0,PPS,LWL INC,920 Diablo Rd,Danville,CA,94526-2719,07/19/2022,Paid in Full,60,100,146400.0,146400.0,0.0,,450238.0,Solera National Bank,319 S Sheridan Blvd,LAKEWOOD,CO,80226-3632,U,N,N,Existing or more than 2 years old,Danville,CONTRA COSTA,CA,94526-2719,CA-10,15.0,624410.0,Unanswered,Unknown/NotStated,1.0,146393.0,,,,,,Subchapter S Corporation,450238.0,Solera National Bank,LAKEWOOD,CO,Unanswered,Unanswered,,148188.89,06/08/2022
9734997107,04/15/2020,912.0,PPP,LWL INC,920 DIABLO RD,DANVILLE,CA,94526-2719,04/21/2021,Paid in Full,24,100,146400.0,146400.0,0.0,,450238.0,Solera National Bank,319 S Sheridan Blvd,LAKEWOOD,CO,80226-3632,U,N,N,Existing or more than 2 years old,DANVILLE,CONTRA COSTA,CA,94526-2719,CA-10,15.0,624410.0,Unanswered,Unknown/NotStated,,146400.0,,,,,,Subchapter S Corporation,450238.0,Solera National Bank,LAKEWOOD,CO,Unanswered,Unanswered,,147795.81,04/01/2021
5615247703,05/01/2020,912.0,PPP,VALLE VERDE CHILDRENS CENTER,3275 PEACHWILLOW LN,WALNUT CREEK,CA,94598-1711,02/19/2021,Paid in Full,24,100,146250.0,146250.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,New Business or 2 years or less,WALNUT CREEK,CONTRA COSTA,CA,94598-1711,CA-10,17.0,624410.0,Unanswered,Unknown/NotStated,,146250.0,,,,,,Non-Profit Organization,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,Y,147207.64,12/30/2020
4001357201,04/27/2020,912.0,PPP,"BUILDING KIDZ OF SOUTH SAN FRANCISCO, INC.",600 GRAND AVE,SOUTH SAN FRANCISCO,CA,94080-3551,04/23/2021,Paid in Full,24,100,146214.0,146214.0,0.0,,5564.0,GBC International Bank,333 S Grand Ave Suite 3500,LOS ANGELES,CA,90071,U,Y,Y,Existing or more than 2 years old,SOUTH SAN FRANCISCO,SAN MATEO,CA,94080-3551,CA-15,18.0,624410.0,Unanswered,Unknown/NotStated,,146214.0,,,,,,Corporation,5564.0,GBC International Bank,LOS ANGELES,CA,Unanswered,Unanswered,,147523.92,03/25/2021
3273368406,02/04/2021,914.0,PPS,M OF W INC,20121 Alisu Ct,Walnut,CA,91789-2644,01/21/2022,Paid in Full,60,100,146000.0,146000.0,0.0,,90226.0,MidFirst Bank,501 NW Grand Blvd,OKLAHOMA CITY,OK,73118-6037,U,N,N,Existing or more than 2 years old,Walnut,LOS ANGELES,CA,91789-2644,CA-38,22.0,624410.0,Asian,Not Hispanic or Latino,1.0,145995.0,,,,,,Corporation,90226.0,MidFirst Bank,OKLAHOMA CITY,OK,Male Owned,Non-Veteran,,147285.61,12/23/2021
8390487304,05/01/2020,914.0,PPP,"M OF W, INC",20121 Alisu Court,Walnut,CA,91789,08/25/2021,Paid in Full,24,100,146000.0,146000.0,0.0,,90226.0,MidFirst Bank,501 NW Grand Blvd,OKLAHOMA CITY,OK,73118-6037,U,N,N,Existing or more than 2 years old,Walnut,LOS ANGELES,CA,91789-0901,CA-38,22.0,624410.0,Asian,Not Hispanic or Latino,,146000.0,,,,,,Corporation,90226.0,MidFirst Bank,OKLAHOMA CITY,OK,Male Owned,Non-Veteran,,147537.06,05/21/2021
4062108904,04/28/2021,914.0,PPS,METRO GATEWAY CHILD CARE CENTER,1 Gateway Plz # 99PL7,Los Angeles,CA,90012-3745,01/20/2022,Paid in Full,60,100,145970.0,145970.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Y,Existing or more than 2 years old,Los Angeles,LOS ANGELES,CA,90012-3745,CA-34,13.0,624410.0,Unanswered,Unknown/NotStated,,145970.0,,,,,,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,146917.81,12/23/2021
2298778707,03/28/2021,912.0,PPS,AU P'TIT MONDE OF PENINSULA INC,1227 39th Ave,San Francisco,CA,94122-1338,08/17/2021,Paid in Full,60,100,145892.0,145892.0,0.0,,72601.0,"Zions Bank, A Division of",1 S Main St,SALT LAKE CITY,UT,84133-1109,U,N,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94122-1338,CA-11,15.0,624410.0,Unanswered,Unknown/NotStated,,145892.0,,,,,,Corporation,72601.0,"Zions Bank, A Division of",SALT LAKE CITY,UT,Unanswered,Unanswered,,146343.67,07/21/2021
2771327309,04/29/2020,912.0,PPP,LEARNING KIDS MONTESSORI INC.,1481 Mowry Ave,Fremont,CA,94538-1709,07/20/2021,Paid in Full,24,100,145655.0,145655.0,0.0,,509316.0,"Harvest Small Business Finance, LLC",24422 Avenida de la Carlota Suite 400,Laguna Hills,CA,92653,U,N,N,Existing or more than 2 years old,Fremont,ALAMEDA,CA,94538-1709,CA-14,17.0,624410.0,Asian,Unknown/NotStated,,135655.0,,,10000.0,,,Corporation,509316.0,"Harvest Small Business Finance, LLC",Laguna Hills,CA,Male Owned,Unanswered,,147279.15,06/28/2021
8507247209,04/28/2020,954.0,PPP,MONTESSORI SCHOOL OF LA JOLLA INC,6540 Soledad Mountain Rd,La Jolla,CA,92037,04/21/2021,Paid in Full,60,100,145600.0,145600.0,0.0,,72601.0,"Zions Bank, A Division of",1 S Main St,SALT LAKE CITY,UT,84133-1109,U,N,N,Existing or more than 2 years old,La Jolla,SAN DIEGO,CA,92037-0001,CA-50,16.0,624410.0,Unanswered,Not Hispanic or Latino,,145600.0,,,,,,Subchapter S Corporation,72601.0,"Zions Bank, A Division of",SALT LAKE CITY,UT,Male Owned,Non-Veteran,,146984.2,04/14/2021
5910458303,01/26/2021,914.0,PPS,SOUTH COAST MONTESSORI,7421 Mirano Dr,Santa Barbara,CA,93117-1217,07/13/2021,Paid in Full,60,100,145327.6,145327.6,0.0,,441973.0,American Riviera Bank,1033 Anacapa St,SANTA BARBARA,CA,93101-2102,U,Y,N,Existing or more than 2 years old,Santa Barbara,SANTA BARBARA,CA,93117-1217,CA-24,21.0,624410.0,Unanswered,Not Hispanic or Latino,1.0,145324.6,,,,,,Non-Profit Organization,441973.0,American Riviera Bank,SANTA BARBARA,CA,Male Owned,Non-Veteran,Y,145857.15,06/15/2021
2815268401,02/04/2021,920.0,PPS,SURF CITY CHRISTIAN CHILD DEVELOPMENT PR,5432 Heil Ave,Huntington Beach,CA,92649-3657,09/15/2021,Paid in Full,60,100,145293.0,145293.0,0.0,,5479.0,Farmers & Merchants Bank of Long Beach,302 Pine Ave,LONG BEACH,CA,90802-2326,U,N,N,Existing or more than 2 years old,Huntington Beach,ORANGE,CA,92649-3657,CA-47,18.0,624410.0,Unanswered,Unknown/NotStated,1.0,145287.0,,,,,,Corporation,5479.0,Farmers & Merchants Bank of Long Beach,LONG BEACH,CA,Unanswered,Unanswered,,146029.42,08/13/2021
1367797706,05/01/2020,912.0,PPP,EDUCATION FRAN&#XE7;AISE BAY AREA/ FRENCH EDUCATION BAY AREA,640 DAVIS ST UNIT 26,SAN FRANCISCO,CA,94111,07/22/2021,Paid in Full,24,100,145007.0,145007.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94111-0001,CA-11,47.0,624410.0,Unanswered,Unknown/NotStated,,130129.0,,7500.0,,7378.0,,Corporation,194093.0,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Unanswered,Unanswered,,146514.91,05/19/2021
